revenue_sum,l_orderkey,o_orderdate,o_shippriority
170244.5292,5501447,1995-02-13,0
122476.35200000001,5502657,1994-12-10,0
43593.6942,5502885,1994-12-27,0
57584.498799999994,5503783,1995-01-25,0
120372.093,5503905,1995-03-10,0
17436.3462,5504256,1995-02-25,0
69120.19209999999,5504353,1994-12-06,0
45453.5113,5504832,1995-02-14,0
219388.44879999998,5506080,1995-03-10,0
81298.8888,5506658,1995-02-21,0
87598.38699999999,5506689,1995-03-11,0
70370.5068,5507232,1995-01-30,0
73122.23259999999,5507268,1995-02-07,0
177032.554,5507360,1995-02-01,0
151271.585,5507715,1995-01-30,0
6185.032,5508069,1994-11-29,0
1497.49,5509664,1995-01-20,0
83780.7857,5511142,1995-02-02,0
164270.4876,5511233,1995-01-27,0
131073.521,5512709,1995-02-19,0
149830.7893,5512932,1994-12-21,0
96129.16010000001,5512963,1995-02-08,0
126989.50519999999,5512966,1995-02-17,0
78121.16159999999,5514144,1994-12-14,0
207322.67419999998,5514467,1995-01-28,0
41957.041,5514692,1994-12-30,0
36930.6624,5514789,1995-01-25,0
56955.422699999996,5515296,1995-01-02,0
28769.6136,5516836,1995-01-06,0
13807.71,5516865,1995-01-10,0
22704.2856,5517216,1995-01-23,0
22128.141,5517729,1994-12-20,0
221161.82979999998,5517957,1995-02-06,0
39201.372,5518113,1994-12-30,0
59274.163199999995,5518211,1995-01-04,0
64792.7742,5518374,1995-02-03,0
71209.61319999999,5518688,1995-01-31,0
24047.8475,5518915,1994-12-20,0
115855.9974,5518917,1995-02-03,0
36961.8678,5519239,1994-12-26,0
88837.4032,5519333,1995-01-25,0
184554.5228,5519366,1995-02-03,0
206876.2456,5519648,1995-02-08,0
98774.02919999999,5519747,1995-01-28,0
114645.888,5520000,1994-12-07,0
92111.51620000001,5520930,1994-12-31,0
204492.19160000002,5521253,1995-01-25,0
375153.9215,5521732,1995-03-13,0
5235.2735999999995,5521858,1994-12-30,0
129335.4561,5523296,1995-03-14,0
34185.032999999996,5523490,1994-11-28,0
100454.836,5524327,1995-03-07,0
115010.6276,5524420,1994-12-29,0
71476.425,5524646,1994-12-17,0
90906.39060000001,5525090,1995-02-18,0
105106.4001,5526083,1995-01-05,0
86307.9938,5526562,1995-02-01,0
37341.1584,5526818,1994-12-27,0
128716.3653,5527683,1995-03-12,0
185440.8163,5527907,1994-12-18,0
59069.4648,5528163,1995-01-25,0
16196.5944,5528420,1995-01-27,0
106980.2115,5529159,1995-01-19,0
92387.07879999999,5529217,1995-02-05,0
32733.557999999997,5529762,1995-03-13,0
49308.621600000006,5531014,1995-01-19,0
85414.9978,5531489,1995-01-20,0
77570.8906,5532774,1994-11-19,0
78758.13,5532867,1995-01-01,0
134312.4657,5533186,1994-12-13,0
143259.4025,5533536,1995-02-16,0
196713.0745,5701857,1994-12-17,0
121954.16159999999,5703269,1995-01-15,0
47967.04,5704901,1995-03-12,0
51011.54149999999,5704933,1995-01-19,0
212608.0479,5705283,1995-03-05,0
40124.721,5706596,1995-01-18,0
54082.8,5706786,1994-11-21,0
164176.5918,5706816,1995-01-08,0
49256.5248,5708038,1995-01-20,0
80452.3238,5708768,1995-01-09,0
28835.807,5709184,1994-12-26,0
14768.462800000001,5709287,1994-11-18,0
89183.32340000001,5709312,1995-02-04,0
65654.541,5709444,1995-01-03,0
71330.28340000001,5709510,1995-01-25,0
53482.0989,5710240,1995-03-03,0
80224.9065,5711011,1994-12-30,0
15915.978,5711139,1994-12-03,0
99354.8806,5712102,1995-01-19,0
64652.3424,5712517,1994-12-29,0
159274.9786,5713029,1994-12-26,0
53094.99,5713633,1995-02-24,0
58491.6128,5713701,1995-01-28,0
128703.38620000001,5713957,1995-01-01,0
177199.4367,5714401,1995-02-18,0
56873.9864,5715296,1995-01-16,0
70073.387,5716224,1995-01-20,0
78507.95200000002,5716580,1994-12-21,0
181399.712,5717188,1995-02-18,0
181681.9402,5717477,1995-02-06,0
87642.71999999999,5717568,1995-01-11,0
265746.5533,5717728,1995-03-08,0
196521.1542,5717893,1995-01-06,0
40873.0578,5717921,1995-01-24,0
128258.5162,5718210,1995-02-22,0
65485.087999999996,5718565,1994-12-21,0
106517.0484,5719074,1994-12-07,0
43205.848,5719968,1995-01-08,0
23168.7064,5721155,1994-12-07,0
101671.771,5721538,1995-02-07,0
23373.5424,5721569,1995-02-18,0
163719.334,5722402,1995-01-20,0
94262.9584,5722663,1994-12-06,0
178652.475,5723268,1995-02-01,0
58635.1248,5723430,1995-01-28,0
64752.4311,5724033,1994-12-18,0
118564.8199,5724038,1994-12-18,0
229163.9866,5725056,1995-01-08,0
58838.3572,5725089,1995-02-07,0
130990.6242,5725287,1995-02-04,0
71641.73039999999,5726055,1995-01-28,0
20539.08,5726182,1995-02-24,0
219357.7791,4928036,1995-03-07,0
28268.6985,5511907,1994-11-24,0
101231.8032,5533506,1995-01-15,0
90175.7544,5705059,1995-03-14,0
4401.312,5723716,1994-12-06,0
52086.5268,5726466,1995-02-04,0
108701.02609999999,5726727,1995-02-24,0
7319.3716,5726757,1995-01-14,0
63347.258200000004,5727904,1995-02-25,0
173241.3315,5728929,1995-02-21,0
34529.555199999995,5729922,1994-12-12,0
243816.04840000003,5730566,1995-03-03,0
36975.1312,5730883,1994-12-01,0
72746.11540000001,5731268,1995-03-04,0
55821.9222,5731713,1995-02-13,0
86326.2828,5731973,1995-02-03,0
30581.019999999997,5732000,1994-11-23,0
71138.8226,5732006,1994-12-17,0
35902.3335,5732164,1994-11-24,0
103393.58360000001,5732902,1995-01-08,0
33525.231799999994,5734053,1995-02-07,0
203465.49319999997,5734179,1995-03-12,0
36257.59589999999,5734501,1995-01-20,0
184903.67049999998,5734723,1995-03-03,0
9505.2096,5735075,1994-12-17,0
131538.125,5735109,1995-03-01,0
36468.24,5735143,1994-12-26,0
20664.113999999998,5736519,1994-12-27,0
172937.2674,5737414,1995-02-08,0
82523.11060000001,5737441,1995-02-25,0
178773.8748,5737671,1995-03-02,0
20100.8,5737696,1994-12-19,0
173614.9314,5737959,1995-01-08,0
270598.78760000004,5738343,1995-01-19,0
106108.4523,5741767,1995-01-10,0
142128.4293,5742083,1995-02-17,0
290300.2207,5742880,1995-03-11,0
59771.516800000005,5743685,1994-12-27,0
54265.879799999995,5744420,1994-12-01,0
134034.28879999998,5744800,1995-03-13,0
166472.8833,5744931,1995-01-17,0
28938.368,5745991,1995-01-25,0
1619.541,5746402,1995-01-13,0
15617.4148,5746596,1994-11-27,0
69717.18239999999,5746979,1995-01-26,0
94586.23520000001,5747013,1995-01-09,0
88675.8961,5747682,1995-03-11,0
37665.2352,5748035,1995-03-04,0
50151.168999999994,5748772,1995-01-24,0
33384.733199999995,5750496,1994-12-25,0
82917.30089999999,5750528,1995-03-06,0
55612.979999999996,5750820,1995-01-15,0
108406.91359999999,5750855,1995-01-25,0
187511.58889999997,5751203,1995-02-21,0
59113.74,5751844,1994-11-26,0
156613.8346,5752545,1995-03-02,0
1264.6948,5752646,1995-03-01,0
104954.3379,5753121,1995-02-15,0
112167.0711,5753380,1995-03-14,0
9398.151,5753508,1995-01-06,0
85827.8316,5753797,1995-01-02,0
63277.025200000004,5754401,1994-12-18,0
147552.1856,5755202,1995-02-13,0
133913.4576,5756067,1994-12-13,0
65125.263000000006,5756868,1994-11-24,0
208426.8413,5758279,1995-02-06,0
50647.24,5758915,1995-01-27,0
9873.2601,5760998,1994-11-27,0
146330.6472,5761125,1995-03-10,0
202244.558,5761158,1995-03-11,0
207949.276,5762209,1995-02-22,0
92785.887,5763045,1995-01-06,0
136035.59399999998,5763168,1995-01-28,0
47393.76149999999,5763363,1994-12-17,0
68952.9993,5764256,1995-02-22,0
113647.37340000001,5764485,1995-01-01,0
45888.8448,5764615,1995-02-07,0
78370.58739999999,5767232,1995-02-06,0
58406.21379999999,5767268,1994-12-25,0
165548.7674,5767938,1995-01-06,0
121169.2585,5768359,1995-02-25,0
168999.9932,5769155,1995-01-03,0
6600.150000000001,5769409,1995-02-15,0
70582.8654,5769831,1995-02-11,0
152323.78100000002,5770022,1995-02-28,0
31411.267499999998,5770247,1995-01-09,0
66246.06079999999,5771233,1994-12-23,0
140342.59399999998,5771654,1995-02-22,0
113140.8405,5771747,1995-01-20,0
97141.44159999999,5773379,1994-11-27,0
41688.849,5773633,1994-12-17,0
168967.4848,5773990,1995-01-26,0
180481.99169999998,5774208,1995-03-04,0
34789.1544,5774471,1995-03-01,0
58257.006,5774757,1995-03-05,0
287435.1773,5775234,1995-03-07,0
93383.82419999999,5775749,1994-12-01,0
33336.9366,5777186,1995-01-02,0
6544.3392,5777922,1994-12-08,0
31511.196000000004,5778148,1994-12-19,0
145705.38780000003,5779110,1995-01-09,0
25451.811,5779264,1994-12-02,0
132161.8988,5779398,1995-02-12,0
205480.1532,5780097,1995-03-12,0
88465.4624,5780101,1995-01-07,0
175559.53479999996,5780257,1995-01-17,0
269500.862,5780518,1995-01-03,0
216169.668,5780903,1995-03-01,0
250016.3036,5781634,1995-01-14,0
205264.44,5781764,1995-02-05,0
91408.1648,5781989,1995-03-04,0
36655.7785,5782118,1994-12-19,0
286179.3307,5782213,1995-02-24,0
84423.17800000001,5783008,1995-02-25,0
6931.826999999999,5783045,1994-11-27,0
261649.0987,5783809,1995-02-01,0
44359.7046,5784230,1995-03-01,0
118102.2352,5784480,1994-12-30,0
126119.5174,5785058,1995-03-14,0
12907.3,5785158,1995-02-19,0
146881.9177,5785891,1995-01-10,0
263708.48709999997,5785893,1995-03-13,0
74818.9335,5785953,1995-03-08,0
32578.56,5786816,1994-12-24,0
24438.83,5787201,1994-11-19,0
238831.31759999998,5787364,1995-02-22,0
38066.1008,5787424,1994-12-31,0
20876.2752,5788130,1994-12-03,0
126194.69919999999,5788162,1994-12-31,0
149398.61250000002,5788519,1995-02-21,0
144605.03859999997,5788902,1995-03-04,0
126098.83299999998,5790209,1995-03-08,0
129153.4227,5791270,1995-02-06,0
77891.2134,5791846,1994-12-30,0
142143.5086,5791904,1995-02-07,0
13299.51,5792135,1994-12-30,0
60535.6065,5792806,1995-01-01,0
152330.4696,5793027,1995-03-01,0
121111.043,5793062,1995-02-06,0
79719.5508,5793700,1995-02-19,0
81150.1614,5794051,1995-01-10,0
232390.2524,5794114,1995-02-05,0
29342.88,5795655,1994-12-04,0
14836.242,5796356,1995-03-03,0
52694.2864,5796675,1995-02-14,0
34234.6095,5797766,1994-12-20,0
24463.0,5797767,1995-01-18,0
136878.3639,5798468,1995-01-13,0
12239.467499999999,5798849,1994-12-23,0
68090.60280000001,5800646,1995-01-30,0
204430.14640000003,5800742,1994-12-13,0
39718.9856,5801314,1995-01-06,0
100385.3648,5801351,1995-02-07,0
123956.0347,5801863,1995-01-13,0
35898.885,5802530,1994-12-29,0
41630.498,5802565,1995-03-04,0
117850.02120000002,5804389,1995-01-20,0
46438.4634,5805153,1995-03-11,0
41430.7068,5805733,1995-03-02,0
175846.0267,5807428,1995-01-29,0
272259.21200000006,5807460,1994-12-22,0
69859.3446,5808262,1994-12-20,0
41116.68,5808992,1994-12-04,0
176932.09209999998,5809765,1995-01-24,0
165929.39709999997,5809888,1995-01-18,0
68110.0,5810883,1995-01-07,0
91288.0847,5811303,1995-01-24,0
249232.271,5812005,1995-01-22,0
251652.71050000004,5812608,1995-02-20,0
30919.688800000004,5813062,1995-02-02,0
119041.20690000002,5813092,1995-01-08,0
7903.789799999999,5813187,1994-12-02,0
72970.9056,5814405,1994-11-26,0
20505.91,5815842,1995-03-05,0
194032.1617,5816004,1995-01-03,0
78049.7586,5816931,1995-01-01,0
83757.84619999999,5817376,1995-01-18,0
60230.877,5817382,1995-03-12,0
116206.5159,5817830,1995-01-21,0
166257.4322,5819748,1995-02-23,0
145625.8618,5819874,1995-03-05,0
136339.8748,5820070,1995-01-11,0
174055.3879,5820391,1995-03-01,0
14566.693699999998,5820706,1995-03-10,0
84833.16,5822787,1995-01-09,0
36251.53309999999,5823170,1995-02-02,0
46767.78,5823559,1995-01-24,0
16163.061599999997,5823714,1994-12-29,0
23298.2568,5823845,1995-02-16,0
236766.795,5824675,1995-02-13,0
146011.1285,5825025,1995-03-11,0
83798.5742,5825282,1995-03-12,0
25709.926,5826021,1995-02-08,0
174719.7475,5826945,1995-01-07,0
121297.48620000001,5826977,1995-01-26,0
35180.5769,5827015,1995-01-02,0
228899.64999999997,5827649,1995-01-21,0
63997.6064,5827687,1994-11-29,0
85121.343,5828358,1995-01-31,0
100511.4811,5829761,1995-01-20,0
51054.3936,5831553,1994-12-26,0
2988.576,5832645,1994-12-12,0
178156.09579999998,133925,1995-02-16,0
82704.04199999999,134627,1994-12-29,0
20877.948,135201,1994-12-10,0
149012.7377,135268,1995-02-10,0
75421.0809,136128,1994-12-29,0
148128.0476,136358,1994-12-31,0
113028.2799,136551,1995-01-01,0
20076.5362,137152,1995-01-03,0
220754.1436,137760,1995-02-17,0
20308.302,138499,1995-02-03,0
68627.1366,139233,1995-02-18,0
11375.306599999998,139716,1995-02-18,0
26183.424,140705,1994-11-21,0
75901.8902,143495,1995-01-10,0
9095.232,144132,1995-03-03,0
96289.9101,144388,1995-01-18,0
17240.577599999997,145478,1995-02-14,0
80683.7102,146658,1995-01-20,0
42756.012,146690,1995-02-04,0
4922.079299999999,147169,1995-03-10,0
32689.0,147399,1995-02-22,0
98168.37060000001,147622,1995-01-23,0
29438.601599999998,148355,1995-01-18,0
23539.967999999997,148647,1995-01-30,0
77708.7936,148676,1994-11-28,0
25960.7176,148896,1994-12-17,0
86829.5456,148930,1995-01-07,0
6679.9349999999995,148965,1995-01-12,0
24239.9385,149218,1995-01-15,0
88583.05369999999,150464,1995-03-12,0
129832.956,150848,1995-01-25,0
17021.232,151140,1995-02-07,0
238199.03439999997,148161,1995-02-01,0
25301.766,151780,1994-11-26,0
16406.8416,152325,1995-01-03,0
177855.4557,152963,1994-12-18,0
32329.951399999998,153027,1995-02-14,0
73470.37299999999,153539,1994-12-30,0
16552.705,153988,1994-12-16,0
22279.8912,154883,1994-12-01,0
166164.29739999998,156229,1995-01-20,0
55359.170999999995,156450,1995-03-11,0
102996.333,156679,1995-02-12,0
46278.57600000001,156740,1994-12-07,0
51016.653,157575,1995-01-10,0
26096.324200000003,158785,1994-12-25,0
1332.26,159171,1994-12-03,0
89417.1,159779,1994-12-24,0
86370.7208,159781,1995-01-18,0
301135.4984,159809,1995-02-08,0
134415.975,160068,1995-02-05,0
123601.02530000001,160549,1995-01-10,0
87947.8808,160612,1995-02-02,0
109516.5048,161253,1995-01-16,0
39166.4664,162471,1995-03-10,0
16972.8,162945,1995-01-22,0
56208.978,163008,1994-11-25,0
56246.19,163104,1995-03-11,0
114308.9088,164576,1995-03-10,0
172228.9149,152839,1995-01-18,0
1824.567,164577,1995-02-19,0
163878.909,164643,1995-02-24,0
69261.0534,164896,1995-02-08,0
4139.7696,165607,1995-02-01,0
264712.23480000003,165732,1995-03-11,0
59960.9106,166561,1995-01-09,0
62115.435,166627,1994-12-28,0
258693.81799999997,166757,1995-02-28,0
163598.6872,167175,1994-12-24,0
61500.3048,167265,1995-03-09,0
302207.9222,167618,1995-03-13,0
132041.6378,168070,1995-02-22,0
15310.485000000002,168546,1995-01-04,0
17939.2326,169349,1995-01-19,0
48088.278399999996,169446,1994-12-12,0
305965.7827,169668,1995-01-12,0
151885.2144,170340,1995-02-18,0
5815.1709,171078,1994-12-27,0
95802.2139,171301,1995-01-15,0
6311.208,171328,1995-02-17,0
213344.8935,171687,1995-02-11,0
57787.652599999994,171971,1995-03-10,0
88001.3012,172225,1995-01-24,0
38086.75,174560,1994-12-30,0
120892.60800000001,175140,1995-01-09,0
150458.76020000002,175494,1995-03-05,0
114111.10800000001,177056,1994-12-23,0
200476.25029999999,177090,1995-01-22,0
86164.53450000001,177668,1994-11-22,0
121679.8647,178311,1995-02-04,0
20324.34,178373,1994-12-26,0
143235.54730000003,179780,1995-02-22,0
81718.09360000001,179844,1995-03-09,0
83434.1862,180097,1995-02-26,0
46034.2236,180419,1995-03-06,0
329629.9252,181793,1995-02-14,0
147969.95200000002,182370,1994-12-05,0
50504.7852,182916,1995-03-07,0
102898.9075,183043,1995-03-05,0
7495.607,183750,1995-01-26,0
129429.1488,183845,1995-01-21,0
20007.3578,184071,1995-01-10,0
18031.374,184736,1995-01-06,0
4493.366999999999,184839,1995-02-11,0
226865.4479,184933,1995-01-29,0
46948.93490000001,186112,1994-12-31,0
257236.52300000002,187427,1995-03-05,0
8981.276999999998,187618,1995-01-18,0
149359.53399999999,188579,1995-02-09,0
15482.364,188804,1995-02-01,0
115947.1008,189377,1995-01-07,0
159636.2566,189698,1995-02-04,0
98733.8581,190368,1995-02-06,0
54409.950399999994,190689,1994-11-24,0
55133.994999999995,191427,1995-01-25,0
49900.706999999995,191523,1995-02-20,0
75938.7944,191712,1995-01-14,0
116612.1446,191776,1995-02-24,0
108956.76079999999,191814,1994-12-09,0
78617.9095,192097,1995-02-20,0
1676.8608,192353,1995-02-08,0
32917.1634,193088,1995-02-08,0
37029.95879999999,193856,1995-02-13,0
171478.9639,195044,1995-01-04,0
93421.63519999999,197152,1995-03-14,0
6514.905599999999,197957,1994-12-25,0
52114.1641,198406,1995-02-23,0
1175.1936,198694,1995-01-16,0
219201.37789999996,198727,1995-03-12,0
38738.716,200966,1995-03-09,0
35718.0036,201120,1995-02-16,0
61042.034,201473,1995-03-05,0
104788.5624,203522,1995-01-02,0
89590.7568,204453,1995-01-26,0
66034.1836,205058,1994-12-08,0
15327.3483,205187,1995-02-06,0
29606.399999999998,205442,1995-02-04,0
52827.068,205603,1995-01-21,0
49283.0128,205697,1994-12-15,0
84328.56049999999,207361,1995-01-10,0
111007.4628,207367,1995-01-14,0
52566.7,207459,1995-01-17,0
33579.7059,209793,1995-01-24,0
59128.070400000004,210560,1995-01-29,0
238607.316,210565,1995-02-13,0
113406.258,212709,1994-12-23,0
142135.7284,212902,1995-01-05,0
272195.9848,213314,1995-02-05,0
40838.08639999999,213479,1995-01-18,0
143301.49659999998,213888,1995-01-26,0
77259.0838,213952,1995-01-11,0
43107.730500000005,214720,1994-12-22,0
174129.723,215331,1995-02-10,0
141525.80250000002,208711,1995-03-02,0
61812.517799999994,215398,1994-12-12,0
93200.9368,215938,1995-01-26,0
117529.731,216002,1995-03-03,0
53739.683999999994,216805,1994-12-02,0
51920.55,217095,1995-01-31,0
67430.80799999999,217350,1995-02-17,0
332211.6141,217572,1995-03-05,0
83339.34700000001,217860,1994-12-28,0
7062.3469000000005,217925,1994-12-26,0
21672.0,218018,1994-12-14,0
96312.1848,218145,1995-02-16,0
52785.1324,218180,1994-12-21,0
44434.6136,218183,1994-12-16,0
130598.6244,218948,1995-01-25,0
43323.48,219107,1995-01-16,0
61440.733199999995,219136,1995-02-13,0
206864.9456,219424,1995-03-06,0
67768.14719999999,219586,1995-01-04,0
126548.8101,219649,1995-02-21,0
107354.439,219969,1994-12-28,0
39781.3152,220417,1994-12-25,0
51029.1936,220708,1995-01-09,0
264297.6811,220834,1995-02-27,0
11767.8072,221734,1995-01-20,0
165847.2329,221921,1995-02-14,0
190720.13299999997,221923,1995-03-01,0
61872.1008,222215,1995-01-14,0
229533.3397,223045,1995-02-18,0
3141.0,223909,1995-02-24,0
47030.6256,225830,1995-01-01,0
57758.0508,226241,1994-11-21,0
107163.32960000001,227074,1995-02-12,0
38968.202000000005,228033,1994-11-28,0
1861.7763,228133,1995-02-21,0
122234.5119,228901,1995-01-26,0
25270.398,229282,1995-02-20,0
118027.2832,229472,1995-02-05,0
219455.7824,229506,1995-02-21,0
73636.58,229639,1994-11-26,0
34721.379,229830,1995-01-06,0
146927.0269,229891,1995-02-16,0
173629.10160000002,230496,1995-03-09,0
186466.16989999998,230917,1995-02-26,0
29851.2456,231399,1994-12-14,0
155312.2696,231462,1995-02-23,0
55125.005999999994,231553,1994-11-27,0
136357.306,232487,1995-02-11,0
21409.079999999998,232832,1994-12-03,0
28346.967299999997,233600,1994-12-20,0
15192.9,233765,1995-03-06,0
51501.12,234117,1995-03-05,0
169305.15600000002,234244,1995-02-28,0
212514.2278,234884,1995-03-12,0
102576.98120000001,235360,1994-12-15,0
172551.5035,236160,1995-03-09,0
20987.694,236162,1995-01-01,0
79945.72,236166,1995-03-10,0
8391.967499999999,236450,1995-02-17,0
190679.38429999998,236836,1995-02-21,0
51882.1488,237474,1994-12-09,0
100500.0496,238791,1995-02-07,0
16369.36,239267,1995-03-04,0
138092.7506,239876,1995-01-09,0
84527.7208,241121,1995-01-20,0
64236.50699999999,241509,1994-12-25,0
78997.19639999999,241510,1994-12-23,0
110135.02019999998,241670,1994-12-18,0
120414.1465,242050,1995-02-06,0
68474.2345,242915,1994-12-28,0
169737.90260000003,243140,1995-01-15,0
81834.168,244358,1995-02-24,0
11516.3328,244641,1994-11-29,0
104533.2512,245856,1995-03-10,0
163968.756,246307,1994-12-28,0
88120.9628,246406,1995-01-12,0
71908.8912,246754,1994-12-07,0
40420.559199999996,247744,1995-01-17,0
124791.51,247810,1995-03-08,0
203433.44900000002,248229,1995-03-14,0
147664.8132,248388,1995-03-13,0
51467.796,249346,1995-01-01,0
6482.25,249600,1994-12-18,0
283997.5896,250530,1995-03-10,0
118366.0664,251205,1995-02-18,0
93054.7935,251904,1995-03-12,0
59730.8,251973,1994-12-11,0
181088.64229999998,252230,1995-03-10,0
119400.0874,253315,1994-12-02,0
60795.9625,253316,1995-02-22,0
3678.0848,253735,1995-01-26,0
5147.075699999999,253925,1995-01-14,0
34851.1424,254051,1995-02-19,0
150871.62339999998,254118,1995-02-22,0
120885.67379999999,255297,1995-01-22,0
295962.00389999995,255361,1995-02-22,0
28087.5724,255872,1995-01-06,0
55240.18520000001,256034,1995-01-22,0
44614.373999999996,256386,1994-12-24,0
160504.54309999998,257095,1995-01-22,0
64044.154200000004,257125,1995-01-17,0
115681.27649999999,257344,1995-01-23,0
10539.04,257350,1995-03-13,0
49079.9436,257414,1995-02-07,0
124830.01759999999,257572,1995-01-17,0
75869.852,257600,1995-02-06,0
89346.8628,258272,1995-03-09,0
125817.42480000001,258373,1995-01-16,0
92936.88579999999,259301,1994-12-17,0
117886.37109999999,259461,1995-02-18,0
209832.9594,259782,1995-02-05,0
78984.54440000001,259909,1995-02-24,0
6056.82,260225,1995-03-01,0
125804.856,260388,1995-03-06,0
114952.0828,260838,1995-01-27,0
63747.0086,261990,1995-01-26,0
138024.7644,262533,1995-02-23,0
48329.918000000005,263075,1995-01-10,0
137860.61010000002,264001,1995-02-22,0
83308.47,264163,1994-12-23,0
20453.7016,264679,1995-03-02,0
124854.8512,264932,1995-02-26,0
69718.8492,265539,1995-01-25,0
36305.0424,265671,1995-01-23,0
29725.114999999998,265763,1994-12-28,0
282148.4351,265796,1995-02-24,0
54644.8904,266020,1994-11-19,0
62109.802800000005,266277,1995-01-18,0
234412.92659999998,266598,1995-01-05,0
29562.5275,266948,1994-12-22,0
87970.0409,267589,1995-02-03,0
104598.768,267687,1995-02-06,0
32703.270600000003,269187,1994-11-20,0
183449.1513,269376,1995-02-25,0
73312.014,269572,1995-02-23,0
83960.49119999999,269799,1995-01-18,0
164005.8025,269829,1995-02-24,0
86864.2681,270816,1995-01-27,0
61041.6,271303,1994-12-09,0
188670.4034,271555,1995-03-11,0
26832.988,271936,1994-12-20,0
89625.36,272096,1995-01-28,0
63468.0,273728,1995-03-13,0
34415.872,274183,1995-02-14,0
82729.7184,274311,1994-12-11,0
175115.58629999997,275206,1995-03-07,0
91030.7844,275655,1995-03-07,0
57598.1568,275908,1995-02-02,0
9117.108,276448,1994-12-02,0
33884.188799999996,276544,1994-12-20,0
131781.9594,276641,1995-02-17,0
41293.443199999994,276736,1995-03-09,0
31198.051799999997,276869,1994-12-06,0
65814.23999999999,277826,1995-01-25,0
74482.2897,278019,1995-01-10,0
174643.93279999998,278757,1995-03-06,0
188403.1017,279232,1995-03-11,0
9400.904999999999,279396,1995-01-30,0
6132.5264,279456,1994-11-18,0
135898.301,280321,1995-01-14,0
55071.661199999995,280358,1994-12-05,0
36910.7916,281443,1995-01-05,0
84189.882,281697,1994-12-12,0
92985.08039999998,281828,1995-02-14,0
163627.9344,282213,1995-02-20,0
37223.0916,283008,1995-02-02,0
261547.5207,283364,1995-02-23,0
19939.4139,283618,1995-02-14,0
19823.0186,284611,1995-01-17,0
94865.753,285121,1995-01-11,0
53496.8812,285125,1995-03-13,0
180421.2322,286368,1994-12-25,0
182611.75719999996,286694,1995-02-11,0
90294.6159,287299,1995-02-06,0
105001.33600000001,287329,1995-02-13,0
282272.8169,287552,1995-02-28,0
7365.7817,287744,1995-02-04,0
77763.4535,288359,1995-01-05,0
123714.5735,288486,1995-01-06,0
132455.2384,290115,1995-01-05,0
187099.48330000002,290241,1995-02-22,0
72040.4286,290465,1995-01-08,0
10506.636,290560,1994-12-02,0
55433.555400000005,290563,1995-02-20,0
111251.02469999998,238341,1995-01-21,0
65624.6394,256066,1995-01-05,0
41359.57,271748,1995-03-11,0
234467.5354,290566,1995-02-13,0
30154.6,291010,1994-11-21,0
37064.9188,291591,1994-12-30,0
31496.920000000002,292067,1995-02-23,0
21195.279,292385,1994-12-02,0
210351.8513,292579,1995-01-18,0
95619.1062,293507,1995-02-15,0
52401.7414,293571,1995-01-23,0
255278.25299999997,295360,1995-02-25,0
71765.95439999999,295842,1995-01-01,0
38891.1255,297091,1995-01-22,0
176212.0712,297633,1995-01-04,0
28665.36,297766,1994-12-22,0
21020.45,298019,1994-12-12,0
93816.05709999999,298564,1995-02-15,0
261195.4376,299014,1995-03-04,0
233875.7892,299105,1994-12-22,0
58372.1324,299426,1995-03-02,0
203257.5577,299552,1995-01-28,0
101158.06219999999,299813,1995-01-29,0
192148.05680000002,300000,1995-02-11,0
145238.6497,300868,1995-02-16,0
155638.9255,301378,1994-12-30,0
67968.45,302115,1994-11-30,0
56433.13,302501,1995-03-12,0
41477.5104,302560,1995-02-23,0
11061.450400000002,436864,1995-03-08,0
90437.78259999999,437063,1995-02-07,0
62292.7788,437605,1995-02-06,0
83890.2442,438180,1994-12-03,0
15141.5424,438433,1994-12-26,0
28980.576,439046,1995-01-30,0
27166.058999999997,439363,1995-01-03,0
41305.8195,439524,1995-02-15,0
241087.5563,439618,1995-03-08,0
124307.2622,439809,1995-01-28,0
64143.097200000004,439968,1995-01-05,0
70849.8462,440384,1994-12-08,0
42462.4068,440678,1994-11-20,0
220810.41860000003,440803,1995-02-15,0
66664.4043,441575,1995-01-06,0
57578.549999999996,441735,1995-01-09,0
50039.579999999994,441797,1994-12-19,0
109398.9189,441986,1995-03-09,0
55288.74600000001,442595,1995-01-16,0
255896.4629,442627,1995-03-06,0
133667.3026,442694,1995-03-04,0
92928.8145,443874,1995-03-14,0
108509.46029999999,444737,1995-01-31,0
99316.6381,445763,1995-01-26,0
188332.05769999998,446147,1995-03-04,0
114972.3218,446913,1995-03-11,0
115561.31460000001,447175,1995-03-10,0
109296.32439999998,447425,1995-03-01,0
47487.19500000001,448551,1994-11-29,0
71509.413,449027,1995-01-08,0
46767.2472,449829,1995-01-17,0
101730.2678,450723,1995-02-23,0
66428.29599999999,450726,1994-12-02,0
110102.3719,452068,1995-01-04,0
215639.2808,452163,1995-03-11,0
213127.1908,452449,1995-03-13,0
84653.3952,452807,1994-12-07,0
79288.3777,453476,1995-01-20,0
156715.5858,453696,1995-01-16,0
72737.2106,454819,1994-12-25,0
61128.31999999999,455876,1995-01-27,0
53318.600000000006,456256,1995-02-10,0
154951.75579999998,456385,1994-12-30,0
13855.171199999999,457221,1995-03-06,0
18460.035000000003,457381,1995-01-20,0
4967.1,457831,1994-12-09,0
142123.6744,457859,1995-01-17,0
82189.9761,457863,1995-03-04,0
