time,symbol,size,price,seq,bid,ask,bsize,asize,is_nbbo
3946,ZUMZ,-0.62,-0.25,-1.34,-0.94,-1.3,2.47,-0.45,false
4050,ZUMZ,2.21,0.43,-1.34,-0.94,-1.3,2.47,-0.45,false
4134,ZUMZ,0.84,-0.51,2.16,0.16,0.77,-0.12,1.59,false
4263,ZUMZ,-0.52,-0.43,-0.4,-0.74,1.72,0.02,0.61,true
4286,ZUMZ,0.89,1.81,-0.4,-0.74,1.72,0.02,0.61,true
4300,ZUMZ,-1.87,-0.47,-0.4,-0.74,1.72,0.02,0.61,true
4312,ZUMZ,1.08,1.61,-0.4,-0.74,1.72,0.02,0.61,true
4372,ZUMZ,-0.45,1.37,-1.1,-1.05,0.66,-0.68,0.39,true
4448,ZUMZ,-0.05,-1.21,-1.1,-1.05,0.66,-0.68,0.39,true
4684,ZUMZ,1.01,-0.23,1.19,-0.55,1.55,-2.87,0.99,true
4786,ZUMZ,0.52,0.51,-3.1,1.1,-0.37,-1.9,-1.32,true
4837,ZUMZ,1.01,-0.26,-3.1,1.1,-0.37,-1.9,-1.32,true
4912,ZUMZ,-1.13,-2.21,0.68,0.92,1.57,0.07,0.21,true
4918,ZUMZ,-1.87,2.96,0.68,0.92,1.57,0.07,0.21,true
4934,ZUMZ,-0.32,1.12,0.68,0.92,1.57,0.07,0.21,true
5091,ZUMZ,-1.35,0.01,-1.42,-0.51,-1.49,0.18,0.15,true
5111,ZUMZ,-1.02,0.62,-1.42,-0.51,-1.49,0.18,0.15,true
5208,ZUMZ,1.21,-0.43,-1.37,0.54,0.51,0.17,0.22,false
5461,ZUMZ,-0.93,-0.57,-1.37,0.54,0.51,0.17,0.22,false
5509,ZUMZ,-0.85,0.64,-1.37,0.54,0.51,0.17,0.22,false
5521,ZUMZ,0.75,0.68,-1.37,0.54,0.51,0.17,0.22,false
5545,ZUMZ,-0.09,1.03,-1.37,0.54,0.51,0.17,0.22,false
5552,ZUMZ,0.25,-1.51,-1.37,0.54,0.51,0.17,0.22,false
5621,ZUMZ,-1.77,0.44,-0.91,0.41,0.78,-0.27,-0.18,true
5787,ZUMZ,-0.57,1.03,-0.59,0.93,-1.78,-0.85,-0.32,true
5822,ZUMZ,-0.53,-1.06,-0.59,0.93,-1.78,-0.85,-0.32,true
5887,ZUMZ,-1.12,0.31,0.51,0.27,-0.48,-0.58,0.7,false
5947,ZUMZ,-1.1,-1.34,0.51,0.27,-0.48,-0.58,0.7,false
5957,ZUMZ,1.25,0.91,0.51,0.27,-0.48,-0.58,0.7,false
5974,ZUMZ,0.77,1.16,-1.02,0.28,0.03,-0.13,1.54,true
5974,ZUMZ,0.86,1.0,-1.02,0.28,0.03,-0.13,1.54,true
6094,ZUMZ,-0.02,-1.02,-0.89,1.72,-1.0,1.27,-0.85,true
6217,ZUMZ,-1.44,1.55,-1.05,1.91,-0.38,-0.95,0.88,false
6240,ZUMZ,-0.25,0.61,-1.05,1.91,-0.38,-0.95,0.88,false
6317,ZUMZ,-0.2,0.02,0.31,-0.91,-0.39,-1.02,-0.28,false
6409,ZUMZ,-0.88,-0.27,0.31,-0.91,-0.39,-1.02,-0.28,false
6411,ZUMZ,-0.89,1.44,0.31,-0.91,-0.39,-1.02,-0.28,false
6541,ZUMZ,-0.11,-1.38,0.31,-0.91,-0.39,-1.02,-0.28,false
6611,ZUMZ,0.0,-2.35,0.31,-0.91,-0.39,-1.02,-0.28,false
6680,ZUMZ,1.59,0.67,0.31,-0.91,-0.39,-1.02,-0.28,false
6696,ZUMZ,0.68,-0.05,0.88,0.0,-0.26,-0.45,-0.16,false
6834,ZUMZ,-0.41,-0.22,1.23,-1.44,1.26,-0.37,0.73,false
6874,ZUMZ,2.16,-1.31,1.23,-1.44,1.26,-0.37,0.73,false
6902,ZUMZ,0.4,-1.32,1.23,-1.44,1.26,-0.37,0.73,false
6992,ZUMZ,0.16,1.3,1.23,-1.44,1.26,-0.37,0.73,false
7198,ZUMZ,0.85,1.38,-0.57,1.77,1.73,-1.57,-0.65,false
7219,ZUMZ,-0.55,-1.35,-0.57,1.77,1.73,-1.57,-0.65,false
7284,ZUMZ,-0.23,0.09,-1.67,0.83,1.47,1.85,0.66,true
7338,ZUMZ,-1.55,-1.57,-1.67,0.83,1.47,1.85,0.66,true
7397,ZUMZ,-0.75,0.85,-0.75,0.23,0.0,0.71,1.53,false
7428,ZUMZ,0.55,-0.38,-2.16,-0.6,1.14,0.49,-0.17,true
7510,ZUMZ,-0.45,0.9,0.6,-1.15,-0.26,0.23,-0.69,false
7517,ZUMZ,0.03,-0.01,0.6,-1.15,-0.26,0.23,-0.69,false
7548,ZUMZ,-0.09,-1.91,0.6,-1.15,-0.26,0.23,-0.69,false
7558,ZUMZ,-1.05,-0.02,0.6,-1.15,-0.26,0.23,-0.69,false
7612,ZUMZ,1.02,0.34,-0.84,-0.09,-0.73,-1.7,2.11,false
7682,ZUMZ,1.39,-0.33,0.43,0.01,1.43,-0.32,-0.28,true
7688,ZUMZ,0.29,1.55,0.43,0.01,1.43,-0.32,-0.28,true
7707,ZUMZ,0.14,0.23,0.43,0.01,1.43,-0.32,-0.28,true
7768,ZUMZ,-1.66,0.11,0.54,2.48,0.27,0.33,1.09,false
7849,ZUMZ,-0.23,-0.71,-0.57,-0.61,-0.68,1.57,-2.14,true
7882,ZUMZ,-0.98,0.54,-0.57,-0.61,-0.68,1.57,-2.14,true
7907,ZUMZ,0.82,1.52,-0.57,-0.61,-0.68,1.57,-2.14,true
7993,ZUMZ,-1.47,-0.37,1.72,-0.42,1.42,0.02,0.12,false
8007,ZUMZ,-0.07,-1.22,1.72,-0.42,1.42,0.02,0.12,false
8060,ZUMZ,0.24,0.92,1.72,-0.42,1.42,0.02,0.12,false
8081,ZUMZ,0.2,-0.36,-0.36,0.08,0.2,0.37,0.27,false
8325,ZUMZ,-0.11,0.86,-1.0,1.02,1.03,0.29,0.51,false
8330,ZUMZ,2.06,-1.51,-1.0,1.02,1.03,0.29,0.51,false
8404,ZUMZ,1.33,-0.84,-1.0,1.02,1.03,0.29,0.51,false
8420,ZUMZ,1.41,1.26,-0.37,0.38,-0.68,0.0,-0.3,false
8480,ZUMZ,-0.89,-0.05,-0.37,0.38,-0.68,0.0,-0.3,false
8824,ZUMZ,-0.09,-1.09,-0.06,0.61,0.68,-0.69,1.38,false
8905,ZUMZ,1.11,-1.89,1.48,-1.25,1.44,0.47,1.11,true
8941,ZUMZ,-0.56,0.17,1.48,-1.25,1.44,0.47,1.11,true
8947,ZUMZ,-1.72,0.21,1.48,-1.25,1.44,0.47,1.11,true
8963,ZUMZ,1.32,-0.81,0.14,-0.58,1.44,0.33,-0.28,false
8987,ZUMZ,0.29,-0.99,0.14,-0.58,1.44,0.33,-0.28,false
9042,ZUMZ,1.02,1.57,0.14,-0.58,1.44,0.33,-0.28,false
9085,ZUMZ,0.89,-0.94,-0.31,-1.73,-1.39,-0.61,1.39,true
9140,ZUMZ,0.88,0.8,-0.31,-1.73,-1.39,-0.61,1.39,true
9195,ZUMZ,0.42,-0.1,-0.22,0.12,1.0,0.57,2.25,false
9282,ZUMZ,-0.8,-0.03,-1.24,0.94,-0.82,0.07,1.18,true
9296,ZUMZ,0.07,1.81,-1.24,0.94,-0.82,0.07,1.18,true
9326,ZUMZ,-0.57,-0.31,-1.24,0.94,-0.82,0.07,1.18,true
9341,ZUMZ,-0.88,-0.72,-1.24,0.94,-0.82,0.07,1.18,true
9360,ZUMZ,-0.54,-0.88,-0.95,-0.16,-0.13,-0.92,-1.26,false
9423,ZUMZ,0.68,0.84,0.8,0.31,0.81,-0.32,-0.61,false
9523,ZUMZ,-0.69,0.01,-0.59,0.37,-0.61,-0.88,-2.03,true
9587,ZUMZ,-0.46,-1.14,-0.59,0.37,-0.61,-0.88,-2.03,true
9599,ZUMZ,-1.56,-0.27,0.11,0.08,1.19,1.83,-0.96,false
9701,ZUMZ,0.96,1.29,0.55,-1.28,0.27,0.0,0.81,true
9756,ZUMZ,0.56,-0.76,0.55,-1.28,0.27,0.0,0.81,true
9812,ZUMZ,0.89,1.1,0.55,-1.28,0.27,0.0,0.81,true
9917,ZUMZ,-0.49,-1.07,0.55,-1.28,0.27,0.0,0.81,true
9937,ZUMZ,0.36,0.46,-0.3,-0.08,-0.45,0.77,0.56,false
9970,ZUMZ,0.1,-0.23,-0.3,-0.08,-0.45,0.77,0.56,false
10061,ZUMZ,0.43,0.04,-0.3,-0.08,-0.45,0.77,0.56,false
10131,ZUMZ,-2.29,-1.91,-0.25,-2.37,-1.14,1.43,0.67,true
10273,ZUMZ,0.05,0.77,-0.25,-1.11,0.88,1.54,0.84,false
10347,ZUMZ,-0.89,0.83,0.16,-2.11,0.9,0.09,-1.16,false
10397,ZUMZ,-1.11,1.01,0.16,-2.11,0.9,0.09,-1.16,false
10493,ZUMZ,1.63,1.31,1.05,-0.35,-0.36,-0.87,0.19,false
10636,ZUMZ,0.76,0.44,-0.36,0.76,0.24,0.99,0.1,true
10718,ZUMZ,0.38,1.27,-0.36,0.76,0.24,0.99,0.1,true
10768,ZUMZ,-1.44,1.19,-1.29,1.07,-0.41,-0.61,-1.13,true
10792,ZUMZ,-1.35,-0.88,-0.89,0.59,0.26,-0.45,1.58,false
10921,ZUMZ,-0.97,-0.32,-0.86,0.91,-0.14,0.91,-0.27,false
10944,ZUMZ,0.0,0.99,-0.86,0.91,-0.14,0.91,-0.27,false
11008,ZUMZ,0.0,0.76,-1.43,0.02,0.51,0.59,1.55,true
11049,ZUMZ,-0.19,-0.91,0.79,1.73,-0.59,0.68,0.91,false
11229,ZUMZ,0.2,0.25,-0.04,-1.36,-0.57,-0.27,0.01,true
11275,ZUMZ,0.16,1.56,-0.04,-1.36,-0.57,-0.27,0.01,true
11319,ZUMZ,0.44,1.19,-0.04,-1.36,-0.57,-0.27,0.01,true
11335,ZUMZ,-1.17,1.47,-0.04,-1.36,-0.57,-0.27,0.01,true
11348,ZUMZ,-0.6,-0.09,-0.04,-1.36,-0.57,-0.27,0.01,true
11431,ZUMZ,-0.3,-1.61,-0.04,-1.36,-0.57,-0.27,0.01,true
11490,ZUMZ,-1.03,0.83,-0.21,0.28,-1.76,-2.78,-0.29,true
11507,ZUMZ,-1.28,-1.09,-0.21,0.28,-1.76,-2.78,-0.29,true
11508,ZUMZ,-0.01,0.3,-0.21,0.28,-1.76,-2.78,-0.29,true
11527,ZUMZ,0.99,-0.09,-0.21,0.28,-1.76,-2.78,-0.29,true
11587,ZUMZ,0.98,1.56,2.1,0.05,-0.39,0.07,1.35,false
11785,ZUMZ,1.33,-0.66,-0.8,1.1,-1.24,-1.0,-0.99,false
12012,ZUMZ,1.35,-0.42,0.24,0.61,-0.83,-0.48,1.15,true
12028,ZUMZ,0.16,-0.29,0.47,-0.74,-1.48,0.28,-0.17,true
12029,ZUMZ,0.94,0.61,0.47,-0.74,-1.48,0.28,-0.17,true
12114,ZUMZ,-0.56,-0.38,0.47,-0.74,-1.48,0.28,-0.17,true
12122,ZUMZ,-0.52,0.38,0.47,-0.74,-1.48,0.28,-0.17,true
12315,ZUMZ,-0.11,0.43,-1.44,-0.3,0.01,1.05,-1.56,true
12325,ZUMZ,1.79,-1.01,-1.44,-0.3,0.01,1.05,-1.56,true
12356,ZUMZ,-0.1,0.2,-1.44,-0.3,0.01,1.05,-1.56,true
12384,ZUMZ,1.03,1.19,-1.44,-0.3,0.01,1.05,-1.56,true
12421,ZUMZ,-0.16,0.83,-1.44,-0.3,0.01,1.05,-1.56,true
12534,ZUMZ,-2.03,0.22,-0.69,1.3,0.37,0.9,0.08,true
12612,ZUMZ,0.45,1.03,-0.69,1.3,0.37,0.9,0.08,true
12717,ZUMZ,0.46,-0.32,-0.69,1.3,0.37,0.9,0.08,true
12743,ZUMZ,-2.09,1.97,0.4,1.96,1.47,-0.32,-0.26,true
12824,ZUMZ,-1.06,-0.24,0.4,1.96,1.47,-0.32,-0.26,true
12841,ZUMZ,-0.7,0.67,0.4,1.96,1.47,-0.32,-0.26,true
12854,ZUMZ,1.29,0.84,0.18,-0.74,0.77,0.79,1.56,false
13056,ZUMZ,-1.37,-0.13,-0.96,-1.35,-0.76,0.71,-1.29,true
13226,ZUMZ,-1.86,1.97,1.55,-1.17,0.86,1.05,-0.42,true
13234,ZUMZ,0.29,2.21,1.55,-1.17,0.86,1.05,-0.42,true
13270,ZUMZ,0.31,-1.7,0.4,-0.45,-1.79,0.65,0.06,true
13381,ZUMZ,0.92,-0.34,0.4,-0.45,-1.79,0.65,0.06,true
13392,ZUMZ,-2.38,-0.78,0.58,-1.27,0.51,-1.39,-0.24,false
13455,ZUMZ,-1.1,-0.24,0.01,0.5,-0.54,1.07,0.11,true
13537,ZUMZ,0.81,-0.73,-0.58,-0.31,1.22,-0.84,-0.79,false
13685,ZUMZ,0.68,-2.42,0.27,-0.75,-0.33,2.13,-0.52,false
13722,ZUMZ,-1.11,-1.38,-0.01,-0.05,-1.95,-0.09,0.74,true
13753,ZUMZ,0.19,0.49,-0.01,-0.05,-1.95,-0.09,0.74,true
13772,ZUMZ,0.56,0.86,-0.55,0.4,0.53,-1.4,-0.31,true
13829,ZUMZ,-0.7,0.6,-0.55,0.4,0.53,-1.4,-0.31,true
13843,ZUMZ,-0.65,-0.86,-0.55,0.4,0.53,-1.4,-0.31,true
13853,ZUMZ,-0.61,-1.94,-0.55,0.4,0.53,-1.4,-0.31,true
13889,ZUMZ,0.61,-0.27,-0.55,0.4,0.53,-1.4,-0.31,true
13904,ZUMZ,-0.17,1.08,-0.55,0.4,0.53,-1.4,-0.31,true
14041,ZUMZ,0.46,-0.62,-0.94,2.87,1.17,0.39,0.09,true
14057,ZUMZ,-0.42,-0.11,1.13,-0.35,0.93,-0.48,0.64,false
14069,ZUMZ,-1.39,-1.27,1.13,-0.35,0.93,-0.48,0.64,false
14355,ZUMZ,0.29,-0.01,-1.04,-1.72,0.22,0.1,-0.8,true
14446,ZUMZ,-0.87,-0.63,-1.42,-0.68,0.76,-0.58,-0.59,false
14467,ZUMZ,-0.98,2.16,0.78,-1.95,-1.01,-1.69,0.69,true
14478,ZUMZ,-1.59,0.71,0.78,-1.95,-1.01,-1.69,0.69,true
14480,ZUMZ,0.04,-0.99,0.78,-1.95,-1.01,-1.69,0.69,true
14492,ZUMZ,-1.85,1.51,0.78,-1.95,-1.01,-1.69,0.69,true
14512,ZUMZ,0.55,-0.84,0.78,-1.95,-1.01,-1.69,0.69,true
14733,ZUMZ,-0.64,-1.15,-0.2,0.06,-1.22,1.24,0.91,true
14817,ZUMZ,1.03,0.34,0.6,0.93,-0.8,0.12,0.02,false
14844,ZUMZ,0.85,1.68,0.6,0.93,-0.8,0.12,0.02,false
14881,ZUMZ,0.09,0.11,-0.5,0.96,-0.15,0.67,-2.08,true
14909,ZUMZ,-1.69,-0.33,-0.5,0.96,-0.15,0.67,-2.08,true
14946,ZUMZ,1.06,-0.58,-0.5,0.96,-0.15,0.67,-2.08,true
15098,ZUMZ,0.82,1.13,-1.65,0.36,0.27,0.72,0.53,false
15144,ZUMZ,-0.85,0.19,-1.65,0.36,0.27,0.72,0.53,false
15163,ZUMZ,-0.12,1.0,-1.65,0.36,0.27,0.72,0.53,false
15184,ZUMZ,1.53,0.62,-1.65,0.36,0.27,0.72,0.53,false
15250,ZUMZ,-0.94,-0.5,-1.65,0.36,0.27,0.72,0.53,false
15356,ZUMZ,-0.01,1.52,-0.57,-0.45,-0.02,-1.21,0.26,false
15480,ZUMZ,0.03,0.94,0.05,-0.28,-0.79,-1.06,-1.53,false
15487,ZUMZ,0.0,-1.23,0.05,-0.28,-0.79,-1.06,-1.53,false
15579,ZUMZ,0.19,-0.35,-0.9,-0.24,-0.74,-0.58,1.15,false
15933,ZUMZ,-1.24,-1.8,-0.15,-1.23,0.44,0.85,-1.57,true
16005,ZUMZ,1.89,0.25,-0.15,-1.23,0.44,0.85,-1.57,true
16039,ZUMZ,-0.55,-0.91,0.41,0.32,-2.05,0.68,0.92,true
16136,ZUMZ,1.24,-0.09,1.01,-0.58,-1.02,-0.14,0.18,true
16147,ZUMZ,-1.23,-0.94,1.01,-0.58,-1.02,-0.14,0.18,true
16221,ZUMZ,2.01,1.05,1.01,-0.58,-1.02,-0.14,0.18,true
16379,ZUMZ,0.46,0.09,-0.38,-0.39,-0.76,-0.03,-1.03,true
16402,ZUMZ,1.06,0.31,-0.38,-0.39,-0.76,-0.03,-1.03,true
16544,ZUMZ,0.5,-0.4,0.31,-0.37,-2.31,1.14,-0.12,false
16557,ZUMZ,-1.0,-0.48,0.31,-0.37,-2.31,1.14,-0.12,false
16589,ZUMZ,-1.21,0.26,0.31,0.4,0.46,0.99,-0.01,false
16651,ZUMZ,2.09,-0.28,-0.18,-0.23,0.02,-0.91,0.34,true
16685,ZUMZ,0.91,-0.25,0.06,0.68,-1.0,-0.14,-0.56,false
16780,ZUMZ,0.4,-0.21,2.27,0.27,-0.12,-0.33,-0.01,true
16933,ZUMZ,-0.26,-0.07,-0.1,-1.6,-0.25,1.7,0.44,false
16983,ZUMZ,-1.93,0.4,-0.1,-1.6,-0.25,1.7,0.44,false
17126,ZUMZ,2.75,0.66,0.2,0.52,-0.87,-0.74,-1.07,true
17154,ZUMZ,-0.63,-0.8,0.2,0.52,-0.87,-0.74,-1.07,true
17182,ZUMZ,-0.95,-0.24,0.2,0.52,-0.87,-0.74,-1.07,true
17230,ZUMZ,0.08,-1.07,0.2,0.52,-0.87,-0.74,-1.07,true
17259,ZUMZ,-0.49,-1.35,0.2,0.52,-0.87,-0.74,-1.07,true
17261,ZUMZ,0.46,-1.1,0.2,0.52,-0.87,-0.74,-1.07,true
17298,ZUMZ,-0.46,-0.22,0.2,0.52,-0.87,-0.74,-1.07,true
17423,ZUMZ,0.23,-0.7,-0.32,0.58,-1.22,-1.54,-0.28,true
17452,ZUMZ,-1.19,0.28,-2.27,-0.75,-1.37,0.96,1.3,true
17536,ZUMZ,-1.12,-0.63,-0.79,1.07,-0.41,-0.95,-0.34,false
17614,ZUMZ,-0.13,-1.03,0.59,-0.69,1.26,0.18,-0.6,false
17669,ZUMZ,-1.27,-1.69,0.59,-0.69,1.26,0.18,-0.6,false
17727,ZUMZ,-0.11,1.65,0.59,-0.69,1.26,0.18,-0.6,false
17766,ZUMZ,1.67,1.93,0.59,-0.69,1.26,0.18,-0.6,false
17952,ZUMZ,1.39,0.57,0.17,-0.15,-1.01,0.3,2.38,true
17953,ZUMZ,0.3,0.72,0.17,-0.15,-1.01,0.3,2.38,true
17990,ZUMZ,-1.25,-0.98,0.17,-0.15,-1.01,0.3,2.38,true
18001,ZUMZ,-0.12,0.19,0.17,-0.15,-1.01,0.3,2.38,true
18076,ZUMZ,-2.17,-0.14,0.17,-0.15,-1.01,0.3,2.38,true
18094,ZUMZ,0.02,-0.01,0.17,-0.15,-1.01,0.3,2.38,true
18210,ZUMZ,0.16,1.21,1.54,-0.17,0.81,-0.52,-0.44,true
18218,ZUMZ,-1.49,0.63,1.54,-0.17,0.81,-0.52,-0.44,true
18425,ZUMZ,0.61,-0.01,0.6,-1.54,-0.01,0.09,-0.4,false
18437,ZUMZ,1.18,0.77,0.6,-1.54,-0.01,0.09,-0.4,false
18566,ZUMZ,-0.08,0.3,-0.74,-0.23,-0.2,-1.9,-0.46,false
18590,ZUMZ,-1.24,0.71,-0.77,0.47,-1.4,0.22,1.25,false
18650,ZUMZ,-1.15,0.84,-0.77,0.47,-1.4,0.22,1.25,false
18855,ZUMZ,0.71,-0.62,-0.27,-0.29,0.11,0.94,0.7,true
18931,ZUMZ,1.51,0.56,-0.1,0.74,0.05,0.32,1.14,true
19131,ZUMZ,0.61,-1.27,0.06,-1.71,0.04,0.06,-0.53,false
19184,ZUMZ,-1.1,-2.28,0.06,-1.71,0.04,0.06,-0.53,false
19186,ZUMZ,-0.32,-0.23,0.06,-1.71,0.04,0.06,-0.53,false
19188,ZUMZ,1.58,0.28,0.06,-1.71,0.04,0.06,-0.53,false
19192,ZUMZ,-0.32,-0.05,0.06,-1.71,0.04,0.06,-0.53,false
19309,ZUMZ,0.28,-2.01,-1.84,0.0,-0.06,0.73,-1.14,true
19332,ZUMZ,-0.57,0.06,0.16,-2.02,0.02,-0.21,0.5,true
19335,ZUMZ,1.2,0.38,0.16,-2.02,0.02,-0.21,0.5,true
19389,ZUMZ,0.35,-1.25,0.16,-2.02,0.02,-0.21,0.5,true
19502,ZUMZ,-0.07,0.33,-0.38,-1.13,0.02,0.82,-0.69,true
19537,ZUMZ,0.74,2.23,-0.38,-1.13,0.02,0.82,-0.69,true
19641,ZUMZ,0.72,0.0,0.09,-0.5,1.19,0.45,-1.19,true
19661,ZUMZ,0.14,-0.56,0.67,1.33,-1.75,-1.3,0.22,false
19712,ZUMZ,-0.34,0.07,0.67,1.33,-1.75,-1.3,0.22,false
19764,ZUMZ,-0.31,0.45,0.24,-0.94,0.06,-1.55,1.0,false
19789,ZUMZ,0.28,0.16,0.24,-0.94,0.06,-1.55,1.0,false
19826,ZUMZ,0.44,-0.42,0.24,-0.94,0.06,-1.55,1.0,false
19884,ZUMZ,-0.8,-0.24,0.09,-0.95,-0.34,0.16,-0.66,true
20086,ZUMZ,-1.03,-0.34,1.62,-0.48,-0.31,-0.37,-0.55,false
20091,ZUMZ,1.36,0.3,1.62,-0.48,-0.31,-0.37,-0.55,false
20232,ZUMZ,0.38,1.76,0.01,-0.39,1.23,2.21,-2.9,true
20272,ZUMZ,0.68,-0.21,0.36,0.86,0.85,-0.89,-0.71,true
20278,ZUMZ,0.01,-0.67,0.36,0.86,0.85,-0.89,-0.71,true
20283,ZUMZ,1.46,-1.11,0.36,0.86,0.85,-0.89,-0.71,true
20326,ZUMZ,-1.85,-1.73,0.36,0.86,0.85,-0.89,-0.71,true
20336,ZUMZ,-1.78,1.0,0.36,0.86,0.85,-0.89,-0.71,true
20346,ZUMZ,0.33,0.52,0.36,0.86,0.85,-0.89,-0.71,true
20395,ZUMZ,-1.09,1.23,1.92,-0.92,0.55,0.33,0.22,true
20437,ZUMZ,-1.63,-1.01,1.92,-0.92,0.55,0.33,0.22,true
20558,ZUMZ,-0.73,0.74,-0.07,-1.74,0.48,-0.08,0.57,true
20577,ZUMZ,1.5,-0.39,-0.07,-1.74,0.48,-0.08,0.57,true
20705,ZUMZ,-0.75,-0.25,-0.33,0.83,-0.73,-0.43,-0.66,true
20844,ZUMZ,0.36,0.53,-0.33,0.83,-0.73,-0.43,-0.66,true
20874,ZUMZ,-0.81,1.47,-0.47,-0.41,0.57,-1.85,0.15,false
20880,ZUMZ,-1.25,-1.29,-0.47,-0.41,0.57,-1.85,0.15,false
20969,ZUMZ,0.07,-0.39,-0.47,-0.41,0.57,-1.85,0.15,false
20972,ZUMZ,0.68,-0.31,-0.47,-0.41,0.57,-1.85,0.15,false
21069,ZUMZ,0.36,-1.16,-0.47,-0.41,0.57,-1.85,0.15,false
21170,ZUMZ,0.35,1.34,1.03,-0.46,-1.46,-0.78,-0.29,true
21185,ZUMZ,0.68,-0.14,1.03,-0.46,-1.46,-0.78,-0.29,true
21186,ZUMZ,0.92,0.01,1.03,-0.46,-1.46,-0.78,-0.29,true
21276,ZUMZ,0.28,0.71,0.9,0.59,-0.71,-0.48,-0.07,false
21376,ZUMZ,0.37,1.01,0.9,0.59,-0.71,-0.48,-0.07,false
21503,ZUMZ,0.74,0.02,0.9,0.59,-0.71,-0.48,-0.07,false
21517,ZUMZ,-0.86,0.77,0.9,0.59,-0.71,-0.48,-0.07,false
21519,ZUMZ,0.79,-1.16,0.9,0.59,-0.71,-0.48,-0.07,false
21570,ZUMZ,0.2,0.75,0.22,-1.34,1.68,-0.63,-0.17,false
21597,ZUMZ,-0.24,-0.08,0.22,-1.34,1.68,-0.63,-0.17,false
21688,ZUMZ,-0.33,0.23,0.42,2.49,1.16,-1.26,-0.59,false
21692,ZUMZ,-0.89,1.0,0.42,2.49,1.16,-1.26,-0.59,false
21786,ZUMZ,-0.36,0.23,0.61,-0.63,0.11,-0.21,-0.47,false
21855,ZUMZ,-1.41,0.07,-0.34,1.37,0.59,0.41,0.17,false
21946,ZUMZ,2.41,-1.1,0.79,1.45,-0.45,2.56,0.61,true
22142,ZUMZ,1.45,-1.28,-0.79,0.18,0.38,1.3,0.33,false
22179,ZUMZ,-1.38,-0.23,-0.79,0.18,0.38,1.3,0.33,false
22206,ZUMZ,1.06,-0.14,-0.79,0.18,0.38,1.3,0.33,false
22220,ZUMZ,-0.32,2.47,-0.79,0.18,0.38,1.3,0.33,false
22252,ZUMZ,0.68,-0.09,-1.63,0.58,-0.65,0.03,-0.29,true
22269,ZUMZ,-1.08,2.41,-1.63,0.58,-0.65,0.03,-0.29,true
22284,ZUMZ,0.3,1.06,-1.63,0.58,-0.65,0.03,-0.29,true
22285,ZUMZ,-0.63,-0.12,-1.63,0.58,-0.65,0.03,-0.29,true
22425,ZUMZ,-0.25,-0.37,0.95,-1.25,-0.95,-0.09,0.27,false
22501,ZUMZ,-0.41,-0.54,-0.48,0.06,-1.28,0.41,-0.64,true
22512,ZUMZ,-0.23,-1.04,-0.48,0.06,-1.28,0.41,-0.64,true
22707,ZUMZ,-1.42,-0.27,-0.62,-0.78,-1.08,0.42,0.85,false
22710,ZUMZ,1.32,1.16,-0.62,-0.78,-1.08,0.42,0.85,false
22726,ZUMZ,1.13,0.98,-0.62,-0.78,-1.08,0.42,0.85,false
22958,ZUMZ,-0.36,-1.67,-0.64,0.46,-0.96,-0.18,0.79,false
23186,ZUMZ,-0.39,0.16,0.61,-0.98,1.55,1.41,1.51,false
23243,ZUMZ,-0.16,0.08,0.61,-0.98,1.55,1.41,1.51,false
23346,ZUMZ,0.12,-1.86,-0.77,1.41,-0.33,0.02,0.49,true
23361,ZUMZ,-1.05,-0.31,-0.77,1.41,-0.33,0.02,0.49,true
23431,ZUMZ,-0.33,-0.11,-0.48,-0.18,0.4,2.16,2.31,false
23578,ZUMZ,-0.39,0.41,-0.98,-0.1,-0.29,0.93,0.11,false
23659,ZUMZ,-0.81,2.16,0.07,1.18,-0.29,-0.02,0.93,true
23680,ZUMZ,-0.11,-1.08,0.07,1.18,-0.29,-0.02,0.93,true
23698,ZUMZ,-0.46,-1.02,0.07,1.18,-0.29,-0.02,0.93,true
23750,ZUMZ,0.03,-1.05,-2.55,0.28,1.36,0.65,-1.84,false
23755,ZUMZ,0.15,-0.06,-2.55,0.28,1.36,0.65,-1.84,false
23987,ZUMZ,-0.37,-1.19,1.01,-0.42,-0.83,-0.34,1.28,true
24183,ZUMZ,-1.52,-0.33,-1.62,0.33,-0.35,0.28,-0.66,false
24190,ZUMZ,0.28,1.87,-1.62,0.33,-0.35,0.28,-0.66,false
24230,ZUMZ,-0.01,0.42,-0.91,-1.13,-0.38,1.27,0.22,true
24234,ZUMZ,-0.39,-0.32,-0.91,-1.13,-0.38,1.27,0.22,true
24370,ZUMZ,-0.84,-0.08,-0.2,-0.05,-0.55,-0.21,-0.23,true
24422,ZUMZ,-0.03,-0.06,-0.2,-0.05,-0.55,-0.21,-0.23,true
24432,ZUMZ,2.26,1.56,-0.2,-0.05,-0.55,-0.21,-0.23,true
24566,ZUMZ,0.42,0.42,-0.2,-0.05,-0.55,-0.21,-0.23,true
24590,ZUMZ,-1.3,-0.37,-0.2,-0.05,-0.55,-0.21,-0.23,true
24803,ZUMZ,-0.61,1.18,-0.78,-1.34,2.36,-0.58,-0.93,false
24804,ZUMZ,-0.99,0.86,-0.78,-1.34,2.36,-0.58,-0.93,false
48792,AAOI,-0.01,-0.18,-0.7,1.74,-0.34,-3.07,0.59,false
48940,AAOI,-1.07,0.47,1.4,-0.55,1.25,2.69,-1.24,true
